panel,series,offset,mean_contact_percentile,ci95_low,ci95_high,n_windows,n_valid_at_offset
contact_landscape,LoF + Necessary,18,0.49371519541863684,0.478858858980935,0.5080729317685502,1643,1487
contact_landscape,LoF + Necessary,19,0.49219965135951926,0.4779462655607166,0.5065352849201915,1643,1487
contact_landscape,LoF + Necessary,20,0.48935153954859234,0.4750099543191221,0.503578895472323,1643,1485
contact_landscape,LoF + Necessary,21,0.4862767307589029,0.47167028703375913,0.5007630255091013,1643,1415
contact_landscape,LoF + Necessary,22,0.48490336898822595,0.47065695101664323,0.49926644345883053,1643,1415
contact_landscape,LoF + Necessary,23,0.4839071074221809,0.4692702919078235,0.49877581436474483,1643,1415
contact_landscape,LoF + Necessary,24,0.4822800055975957,0.4677618774365466,0.49766186956542285,1643,1413
contact_landscape,LoF + Necessary,25,0.48143990589841007,0.46670120344954624,0.4968075496454863,1643,1339
contact_landscape,LoF + Necessary,26,0.4794163758078897,0.4647931938147029,0.4946395413644094,1643,1338
contact_landscape,LoF + Necessary,27,0.47977833654184276,0.4651801086733903,0.4958195405816475,1643,1338
contact_landscape,LoF + Necessary,28,0.4788176412174277,0.46382056677024486,0.49559899072917807,1643,1338
contact_landscape,LoF + Necessary,29,0.4774166811064244,0.4616886430342081,0.4942802431045973,1643,1338
contact_landscape,LoF + Necessary,30,0.47654190074338815,0.4608040294070142,0.49340716822382763,1643,1335
